State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Total Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?,Record Date
VA,139,415,365-9371,yes,no,0,161.5,121,27.46,54.45,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,False.,2020-11-03
NY,31,408,401-7335,no,yes,28,171.8,116,29.21,63.58,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,False.,2019-12-16
PA,129,510,364-5126,no,yes,32,211,99,35.87,62.7,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,False.,2019-10-15
AR,115,415,385-7157,no,no,0,139.3,89,23.68,49.34,192.3,95,16.35,151,75,6.8,9.3,3,2.51,7,True.,2020-06-08
HI,108,415,385-4766,no,no,0,291.6,99,49.57,82.45,221.1,93,18.79,229.2,110,10.31,14,9,3.78,2,True.,2020-03-28
DE,139,408,390-1760,no,no,0,139,110,23.63,50.44,132.9,93,11.3,272,120,12.24,12.1,1,3.27,0,False.,2020-06-14
WV,102,408,365-8831,no,no,0,234.8,125,39.92,66.89,199.2,99,16.93,163.2,88,7.34,10,1,2.7,4,False.,2019-12-01
OK,149,408,353-4002,no,no,0,187.6,83,31.89,63.28,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,False.,2019-06-26
OR,113,415,367-5923,no,no,0,159.8,143,27.17,56.45,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False.,2019-08-11
ND,131,408,393-9548,no,yes,33,177.1,100,30.11,59.4,194,85,16.49,253.4,124,11.4,5.2,5,1.4,1,False.,2020-06-08
MO,83,408,362-2356,no,no,0,117.9,101,20.04,47.34,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,False.,2020-09-28
AR,96,415,365-2341,no,yes,21,247.6,95,42.09,73.94,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,False.,2020-06-10
GA,98,408,388-8797,no,no,0,169.9,77,28.88,49.36,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,False.,2020-02-09
TN,3,415,400-4713,no,no,0,185,120,31.45,60.24,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,False.,2020-09-22
MA,77,408,420-3042,no,yes,17,204.9,84,34.83,64.86,201,102,17.09,219.7,97,9.89,11.3,5,3.05,0,False.,2019-08-31
ND,75,408,396-4171,no,yes,24,225.5,119,38.34,68.54,182,108,15.47,270.9,106,12.19,9.4,2,2.54,3,False.,2019-12-12
IA,40,510,389-8417,no,no,0,169.7,115,28.85,55.1,141.4,123,12.02,253,115,11.39,10.5,3,2.84,4,True.,2019-06-18
NJ,108,415,339-4068,no,no,0,239.3,102,40.68,73.84,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False.,2019-11-07
MT,100,415,341-4873,no,no,0,113.3,96,19.26,52.04,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True.,2020-09-20
AL,16,415,336-2322,no,no,0,161.9,100,27.52,56.53,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,False.,2020-10-24
NY,115,510,402-1607,no,yes,16,133.3,110,22.66,47.22,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,False.,2020-01-04
PA,108,510,379-3037,no,yes,25,170.7,88,29.02,48.17,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,False.,2019-06-19
VT,107,510,382-1399,no,no,0,189.7,76,32.25,58.74,156.1,65,13.27,244,91,10.98,8.3,3,2.24,5,False.,2019-10-06
NC,161,415,394-5489,no,no,0,322.3,100,54.79,87.35,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,True.,2020-10-26
CT,147,415,387-6065,no,no,0,124.4,74,21.15,58.31,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,False.,2019-11-24
MO,107,415,327-6087,no,no,0,146.9,94,24.97,42.92,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,False.,2020-09-20
WV,120,510,341-8667,no,no,0,192.6,123,32.74,65.94,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False.,2019-08-24
NJ,107,408,338-9612,no,yes,36,96.3,83,16.37,41.9,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False.,2020-09-05
AK,58,510,364-1134,no,no,0,131.9,96,22.42,49.91,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,False.,2019-10-17
LA,91,408,413-4811,no,no,0,147.2,121,25.02,49.63,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,False.,2020-10-01
AL,13,415,354-4333,no,no,0,143.1,139,24.33,56.6,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,False.,2020-10-18
IN,104,408,382-2026,no,no,0,280.4,127,47.67,73.8,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False.,2020-07-18
MA,93,415,368-3287,no,yes,31,237.2,85,40.32,69.99,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,False.,2019-06-15
DE,95,510,367-8298,no,no,0,184.2,95,31.31,56.66,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,False.,2019-11-15
SC,104,415,391-1783,no,no,0,109.1,141,18.55,46.9,187.1,140,15.9,216.6,100,9.75,10,4,2.7,3,False.,2019-10-29
NH,35,408,393-8762,no,no,0,138.1,115,23.48,49.42,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,True.,2020-08-24
LA,62,415,385-1423,no,no,0,186.8,94,31.76,60.57,207.6,92,17.65,195,98,8.78,8.8,4,2.38,3,False.,2020-03-21
MS,143,510,406-7670,no,no,0,155.4,112,26.42,65.18,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,False.,2020-07-06
NM,62,415,339-5423,no,no,0,245.3,91,41.7,64.73,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False.,2020-02-08
WA,60,415,366-8939,yes,no,0,205.9,97,35,70.64,277.4,117,23.58,202,139,9.09,11,2,2.97,0,True.,2020-05-25
SC,41,510,353-2391,no,no,0,207.2,138,35.22,65.32,214.1,83,18.2,193,105,8.69,11.9,4,3.21,1,False.,2020-09-29
MT,34,415,372-4203,no,yes,14,151.5,100,25.76,58.78,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False.,2020-07-17
ME,56,408,385-5688,no,no,0,221.9,112,37.72,76.25,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,True.,2020-01-07
NM,183,415,397-7453,no,no,0,190,100,32.3,69.52,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,False.,2019-06-20
AZ,94,415,366-9015,no,no,0,220.8,111,37.54,62.12,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,False.,2020-06-11
CT,73,415,356-1654,no,yes,47,173.7,117,29.53,56.43,204,114,17.34,174.6,94,7.86,6.3,3,1.7,2,False.,2020-04-01
IL,123,408,337-3932,no,no,0,114.8,94,19.52,46.95,150,104,12.75,268.6,119,12.09,9.6,4,2.59,2,False.,2020-06-24
IN,64,408,350-1126,no,no,0,113.8,97,19.35,48.18,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,False.,2019-07-03
AR,127,415,416-3649,yes,no,0,143.2,60,24.34,49,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4,True.,2020-04-19
RI,33,415,349-1726,no,no,0,184.4,111,31.35,61.86,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,False.,2019-06-06
ND,27,415,405-1589,no,no,0,227.4,67,38.66,64.61,248,115,21.08,61.4,109,2.76,7.8,6,2.11,1,False.,2020-04-09
NH,123,408,366-7560,no,no,0,224,99,38.08,67,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,False.,2020-05-02
NV,148,510,333-9643,no,no,0,216.2,95,36.75,68.73,185.7,105,15.78,300,143,13.5,10,5,2.7,2,False.,2019-10-28
UT,81,415,355-6422,no,no,0,129.9,121,22.08,51.55,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,False.,2020-05-25
NC,122,510,329-5400,no,yes,30,230.1,108,39.12,73.4,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2,False.,2020-07-03
MI,52,415,383-6356,no,no,0,204.4,97,34.75,69.02,273.2,128,23.22,179.6,118,8.08,11,5,2.97,1,False.,2019-10-27
WI,91,408,377-7276,no,yes,44,216.6,101,36.82,64.88,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,False.,2020-08-09
AR,54,415,337-1586,no,no,0,247.5,85,42.08,74.98,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,2,True.,2020-11-02
NH,152,510,336-9273,no,no,0,228.1,93,38.78,61.68,136.4,106,11.59,197.3,107,8.88,9,2,2.43,1,False.,2020-06-26
TX,201,415,415-5476,no,no,0,225.9,110,38.4,78.15,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,True.,2020-07-05
ID,78,415,332-2650,no,no,0,103.5,115,17.6,39.91,117.9,102,10.02,201,94,9.05,12,3,3.24,4,True.,2020-08-28
CT,67,415,418-8257,no,no,0,115.5,70,19.64,52.51,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,False.,2019-07-14
NH,100,408,407-3121,no,no,0,218.8,125,37.2,64.93,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,False.,2020-04-08
WY,41,510,381-2413,no,no,0,223.8,67,38.05,72.25,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,False.,2020-06-11
OR,133,415,378-1144,no,no,0,143.8,71,24.45,55.97,184,131,15.64,275.5,132,12.4,12.9,4,3.48,3,False.,2019-06-12
SC,36,408,359-5091,no,yes,43,29.9,123,5.08,33.04,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,False.,2020-06-16
MD,51,510,378-6986,no,yes,28,276.7,121,47.04,77.67,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,False.,2020-06-26
NY,122,415,386-6580,no,no,0,141.4,128,24.04,44.21,146.4,70,12.44,123,75,5.54,8.1,4,2.19,0,False.,2020-01-15
NM,84,408,419-9713,no,yes,41,153.9,102,26.16,51.38,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,False.,2020-04-01
LA,91,415,382-6153,no,no,0,190.5,128,32.39,59.47,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,False.,2019-09-25
UT,110,408,332-1690,no,no,0,192.6,102,32.74,60.15,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,False.,2019-10-18
AL,91,408,348-9383,yes,no,0,151.8,115,25.81,44.94,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,False.,2020-06-09
DE,121,408,420-3857,no,no,0,215.6,74,36.65,62.26,192.9,98,16.4,144,103,6.48,10.1,4,2.73,5,False.,2019-10-31
WV,109,415,405-2653,no,no,0,180,100,30.6,58.45,229,103,19.47,139.4,105,6.27,7.8,8,2.11,3,False.,2020-02-11
KY,95,510,417-9278,no,no,0,157.3,116,26.74,51.57,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,False.,2019-09-01
NC,72,415,352-5663,no,no,0,196.5,88,33.41,60.85,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0,False.,2019-09-17
WV,73,415,370-8786,no,no,0,240.3,130,40.85,68.31,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,False.,2020-09-21
AZ,108,415,415-6333,no,no,0,193.3,126,32.86,56.42,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,False.,2019-12-08
WV,58,408,391-6558,no,yes,39,211.9,40,36.02,70.27,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,False.,2019-10-02
ND,148,415,396-4234,yes,no,0,218.7,111,37.18,65.1,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,False.,2020-10-13
WA,76,510,345-6961,yes,no,0,246.8,110,41.96,72.44,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,True.,2020-04-12
ID,103,415,346-5992,no,no,0,174.7,151,29.7,54.12,148,56,12.58,168.2,109,7.57,15.8,3,4.27,6,True.,2019-07-17
CT,87,415,402-3908,no,no,0,240,83,40.8,63.22,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,True.,2019-11-25
OK,35,510,350-2340,no,yes,37,181.2,76,30.8,57.51,177.6,98,15.1,228,136,10.26,5,3,1.35,2,False.,2019-08-20
IA,88,415,410-2015,no,no,0,113.7,67,19.33,42.65,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,False.,2020-08-26
NE,67,415,380-3311,no,yes,41,174.7,86,29.7,53.96,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,False.,2020-04-08
ID,77,510,399-7029,no,yes,29,211.1,89,35.89,64.19,223.5,97,19,148.4,106,6.68,9.7,9,2.62,2,False.,2020-01-07
OR,124,510,337-3868,no,no,0,169.3,108,28.78,58.15,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,False.,2020-01-31
SD,30,415,354-8088,no,no,0,247.4,107,42.06,72.99,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,False.,2019-07-09
DE,53,415,416-9723,no,yes,32,131.2,63,22.3,53.14,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,False.,2020-06-27
WA,152,510,337-4403,no,no,0,161.4,84,27.44,51.43,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,False.,2020-04-20
CT,100,510,416-1536,yes,no,0,107.2,98,18.22,35.25,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,False.,2019-10-12
MN,59,408,386-3796,no,yes,32,211.9,120,36.02,65.26,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,False.,2020-03-01
WA,143,510,340-4989,no,no,0,160.4,120,27.27,61.64,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3,False.,2019-06-26
PA,142,510,340-6221,no,yes,40,230.7,101,39.22,74.66,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,False.,2019-09-04
ID,105,408,363-3469,no,no,0,232.6,96,39.54,70.85,253.4,117,21.54,154,101,6.93,10.5,9,2.84,1,False.,2020-10-22
MS,111,408,345-3787,no,no,0,294.7,90,50.1,89.76,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,True.,2019-06-07
WA,143,510,362-3107,no,no,0,133.4,107,22.68,52.58,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,False.,2019-10-13
DC,93,408,345-1994,no,yes,22,306.2,123,52.05,82.14,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,False.,2019-07-26
KY,79,415,377-5417,no,no,0,236.8,135,40.26,64.62,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,False.,2020-04-20
OH,68,415,369-8574,yes,yes,24,125.7,92,21.37,58.3,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3,True.,2020-07-27
TN,93,510,344-6847,yes,no,0,168.4,114,28.63,64,276,127,23.46,196.2,48,8.83,11.4,3,3.08,1,False.,2020-03-25
ID,103,415,391-7528,no,no,0,70.9,134,12.05,34.32,134.5,112,11.43,168.8,164,7.6,12,6,3.24,2,False.,2019-11-25
WV,144,510,393-6053,no,yes,38,105,86,17.85,39.17,121.8,123,10.35,221.5,122,9.97,3.7,4,1,0,False.,2020-04-30
WI,93,415,392-6286,no,no,0,152.1,141,25.86,59.23,215.5,107,18.32,262.4,111,11.81,12,7,3.24,1,False.,2020-06-06
OK,149,510,365-9079,yes,no,0,180.9,79,30.75,58.6,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,False.,2019-08-11
WV,23,510,399-3089,no,yes,31,156.6,84,26.62,56.15,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,False.,2019-06-10
SD,221,510,365-2192,no,yes,24,180.5,85,30.69,59.65,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,False.,2020-05-06
KS,164,510,394-3051,no,yes,30,238.8,100,40.6,72.99,230,121,19.55,206.3,66,9.28,13.2,8,3.56,1,False.,2020-06-11
NC,104,415,357-2429,no,yes,18,182.1,66,30.96,61.43,213.6,65,18.16,193,108,8.69,13.4,9,3.62,2,False.,2020-07-21
NY,150,415,421-6268,no,yes,35,139.6,72,23.73,64.02,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2,False.,2020-04-15
WI,184,408,401-5915,no,yes,12,200.3,76,34.05,65.08,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,False.,2019-12-22
SC,88,408,348-6057,no,no,0,153.5,94,26.1,57.99,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,False.,2020-01-07
UT,61,415,349-3843,yes,yes,29,128.2,119,21.79,50.83,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,False.,2019-08-16
NC,110,408,396-5561,no,no,0,159.5,145,27.12,60.35,202.3,101,17.2,256,96,11.52,16.7,2,4.51,2,False.,2020-02-18
IN,115,415,370-9622,no,no,0,226.4,101,38.49,74.94,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,True.,2020-10-14
AR,33,408,371-9602,no,no,0,251.9,81,42.82,71.13,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,False.,2019-11-26
ME,100,510,351-2815,no,no,0,264.5,117,44.97,75.31,194,111,16.49,262.7,111,11.82,7.5,4,2.03,2,True.,2019-12-14
NY,209,415,369-8703,no,no,0,153.7,105,26.13,54.09,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,False.,2019-07-16
OR,27,510,355-2840,no,no,0,232.1,81,39.46,68.87,210.8,101,17.92,165.4,87,7.44,15,6,4.05,5,False.,2020-06-10
IL,117,415,372-1115,no,no,0,201.9,86,34.32,62.44,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,False.,2020-04-01
MA,87,408,337-2986,no,no,0,186.9,79,31.77,54.86,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,False.,2020-05-29
CT,129,510,404-3238,no,yes,27,196.6,89,33.42,61.58,180.6,95,15.35,245,83,11.03,6.6,5,1.78,1,False.,2019-09-23
WI,142,510,397-4968,no,no,0,232.1,102,39.46,65.31,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,False.,2019-07-25
OK,112,415,327-1058,no,no,0,166,79,28.22,47.42,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,False.,2020-03-27
DE,75,510,419-9509,no,yes,28,200.6,96,34.1,56.36,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68,1,False.,2020-08-07
AZ,97,408,349-7282,no,yes,25,141,101,23.97,51.19,212,85,18.02,175.2,138,7.88,4.9,2,1.32,3,False.,2020-01-04
AK,121,408,382-5743,no,yes,34,245,95,41.65,67.18,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0,False.,2019-06-11
MI,142,415,358-2694,yes,no,0,140.8,140,23.94,53.19,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1,False.,2020-04-12
WA,121,510,378-1884,no,no,0,255.1,93,43.37,77.34,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,True.,2020-08-12
SD,87,415,330-1627,no,yes,33,125,99,21.25,53.69,235.3,81,20,215.3,95,9.69,10.2,7,2.75,2,False.,2019-08-31
SD,34,408,392-5716,no,no,0,180.6,65,30.7,69.04,280.4,99,23.83,292.4,105,13.16,5,3,1.35,1,False.,2020-02-09
AK,177,415,384-6132,yes,no,0,248.7,118,42.28,68.62,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,1,True.,2020-09-27
MA,58,415,359-2740,no,yes,30,178.1,111,30.28,64.55,236.7,109,20.12,264,118,11.88,8.4,2,2.27,0,False.,2020-01-24
AR,113,415,338-6714,yes,no,0,122.2,112,20.77,42.37,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,True.,2020-06-22
KS,101,415,347-9968,no,no,0,231.3,87,39.32,70.02,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,False.,2020-03-21
OR,89,415,343-3399,no,no,0,111.2,101,18.9,40.82,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,False.,2019-08-19
NC,77,408,334-6129,yes,yes,44,103.2,117,17.54,50,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0,True.,2020-02-15
OK,146,510,377-4975,no,no,0,138.4,104,23.53,40.22,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,True.,2019-11-30
NJ,93,415,405-3533,no,no,0,146.3,85,24.87,56.88,216.6,95,18.41,233,82,10.49,11.5,3,3.11,0,False.,2019-09-02
OH,160,415,337-9326,no,no,0,206.3,66,35.07,68.97,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,False.,2020-07-01
NM,55,415,338-6556,no,no,0,132,103,22.44,57.96,279.6,114,23.77,180,74,8.1,13.5,4,3.65,0,False.,2020-04-14
OH,88,408,354-3040,no,no,0,274.6,105,46.68,71.6,161.1,121,13.69,194.4,123,8.75,9.2,4,2.48,2,False.,2019-07-09
MI,63,510,396-1278,no,no,0,185.3,87,31.5,62.55,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0,False.,2019-11-12
KS,127,415,354-6810,no,yes,24,154.8,69,26.32,53.15,177.2,105,15.06,207.6,102,9.34,9,4,2.43,1,False.,2020-01-14
IL,57,415,403-6237,no,yes,30,179.2,105,30.46,68.76,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,False.,2020-03-11
RI,138,510,411-6823,yes,no,0,286.2,61,48.65,74.11,187.2,60,15.91,146.2,114,6.58,11,4,2.97,2,True.,2020-03-24
AR,115,408,338-1400,no,no,0,268,115,45.56,73.66,153.6,106,13.06,232.3,65,10.45,17,1,4.59,3,False.,2020-02-13
NY,171,415,412-6245,no,no,0,137.5,110,23.38,56.98,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,False.,2019-11-21
WY,148,408,377-3417,no,no,0,243,115,41.31,66.53,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,False.,2020-06-29
NC,127,510,343-2597,no,no,0,134.9,79,22.93,50.93,221.5,114,18.83,113.8,118,5.12,15,2,4.05,1,False.,2019-12-01
OR,61,415,388-8282,no,no,0,234.2,76,39.81,67.86,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1,False.,2019-12-20
VT,131,415,416-8394,no,no,0,175.1,73,29.77,52.25,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,False.,2020-03-15
SD,88,408,343-6643,no,no,0,142.2,107,24.17,55.46,262.4,84,22.3,139.2,99,6.26,10.1,5,2.73,1,False.,2020-03-26
DC,130,510,330-4364,no,no,0,132.4,81,22.51,50.27,200.3,110,17.03,202.5,103,9.11,6,1,1.62,2,False.,2020-10-25
RI,89,415,414-1537,no,yes,24,97.8,98,16.63,45.48,207.2,67,17.61,214.5,126,9.65,5.9,2,1.59,0,False.,2020-03-30
ID,82,415,408-1913,no,no,0,266.9,83,45.37,79.19,229.7,74,19.52,251.7,99,11.33,11,6,2.97,3,True.,2019-08-03
OK,138,510,406-5532,no,yes,33,155.2,139,26.38,60.2,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,False.,2019-06-06
MN,115,415,417-7722,no,no,0,200.2,92,34.03,65.82,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1,False.,2020-08-12
WA,84,415,367-5226,no,no,0,289.1,100,49.15,82.51,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,True.,2019-11-22
WV,117,510,344-5766,yes,no,0,198.4,121,33.73,65.11,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,False.,2019-09-26
NH,60,415,405-1370,no,no,0,180.3,67,30.65,59.94,208,68,17.68,181.2,101,8.15,12.8,6,3.46,2,False.,2020-01-10
WI,62,415,368-9073,no,no,0,86.3,84,14.67,49.07,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2,False.,2020-03-10
MD,133,510,373-7974,no,no,0,295,141,50.15,82.96,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,True.,2019-07-20
IN,131,408,371-4633,no,no,0,240.9,108,40.95,73.65,167.4,91,14.23,322.2,109,14.5,14.7,8,3.97,3,False.,2019-12-25
IN,65,408,336-4960,no,no,0,207.7,109,35.31,61.61,217.5,117,18.49,125.6,111,5.65,8,5,2.16,1,False.,2020-08-22
NY,120,510,405-5083,no,yes,27,128.5,115,21.85,46.69,163.7,91,13.91,242.9,121,10.93,0,0,0,1,False.,2020-06-16
OR,142,510,392-1105,no,yes,22,224.4,114,38.15,63.8,146,106,12.41,241.4,98,10.86,8.8,2,2.38,1,False.,2019-08-10
OK,134,415,378-2397,no,no,0,164.9,115,28.03,52.21,126.5,96,10.75,238.5,125,10.73,10,9,2.7,2,False.,2020-10-05
WI,87,415,331-4184,no,no,0,238,97,40.46,70.01,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2,False.,2019-11-30
NJ,139,415,376-2408,no,yes,43,231,85,39.27,67.07,222.3,82,18.9,148,105,6.66,8.3,5,2.24,2,False.,2019-11-06
AR,76,408,345-3614,no,no,0,107.3,140,18.24,53.42,238.2,133,20.25,271.8,116,12.23,10,3,2.7,4,True.,2020-07-06
UT,100,408,370-9296,no,no,0,185,122,31.45,60.71,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,False.,2020-04-06
DC,99,415,402-5076,no,yes,31,244.1,71,41.5,71.4,203.4,58,17.29,234,115,10.53,7.7,4,2.08,3,False.,2019-06-08
AK,99,510,401-7334,no,no,0,238.4,96,40.53,73.76,246.5,130,20.95,198.4,117,8.93,12.4,4,3.35,3,False.,2020-07-02
AZ,48,415,409-3428,no,yes,27,141.1,109,23.99,54.49,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1,False.,2019-10-22
KS,57,415,362-2067,no,no,0,158.1,117,26.88,48.07,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,False.,2019-08-31
OH,106,415,352-2270,no,yes,30,220.1,105,37.42,66.98,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0,False.,2020-03-20
KS,170,415,404-5840,no,yes,42,199.5,119,33.92,56.65,135,90,11.48,184.6,49,8.31,10.9,3,2.94,4,True.,2020-04-01
SC,78,415,360-3126,no,no,0,109.5,105,18.62,55.4,286.1,90,24.32,247.6,113,11.14,4.9,9,1.32,1,False.,2020-03-23
TN,39,408,364-8731,no,no,0,187.2,110,31.82,49.84,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,False.,2020-03-06
CA,127,510,388-4331,no,no,0,107.9,128,18.34,44.07,187,77,15.9,218.5,95,9.83,0,0,0,0,False.,2019-07-28
MI,119,510,335-7324,yes,yes,22,172.1,119,29.26,58.77,223.6,133,19.01,150,94,6.75,13.9,20,3.75,1,True.,2019-09-20
IN,114,408,362-8886,no,no,0,203.8,85,34.65,52.75,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1,False.,2019-11-19
RI,95,408,410-4882,no,no,0,160,133,27.2,56.46,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0,False.,2019-06-08
MO,116,408,371-1139,no,no,0,51.1,106,8.69,38.65,208.6,137,17.73,198,92,8.91,12.3,3,3.32,1,False.,2020-04-13
TN,110,415,391-5516,no,no,0,227.7,88,38.71,62.11,170,96,14.45,128.7,57,5.79,11.7,5,3.16,1,False.,2019-12-03
CT,74,510,380-3186,no,no,0,203.8,77,34.65,61.48,205.1,111,17.43,154.9,109,6.97,9,2,2.43,1,False.,2019-12-11
